groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWonPercentage,wasFouled,dispossessed,accurateFinalThirdPasses,bigChancesCreated,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,dribbledPast,bigChancesMissed,hitWoodwork,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,season,league,nation,pos,age,born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,xA,A-xAG,KP,1/3,PPA,CrsPA,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Sh,GCA_Fld,GCA_Def,Tkl,TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Chall_Tkl,Chall_Att,Chall_Tkl%,Chall_Lost,Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Mn/MP,Min%,Compl,Subs,unSub,Team_Succ_PPM,Team_Succ_onG,Team_Succ_onGA,Team_Succ_+/-,Team_Succ_+/-90,Team_Succ_On-Off,Team_Succ_onxG,Team_Succ_onxGA,Team_Succ_xG+/-,Team_Succ_xG+/-90,Team_Succ_On-Off.1,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,Aerial_Won,Aerial_Lost,Aerial_Won%,Gen. Role,Role,xGoalsAdded,xGoalsAdded_p90,DAVIES,DAVIES_Box Activity,DAVIES_Shooting,DAVIES_Final Ball,DAVIES_Dribbles and Carries,DAVIES_Buildup Passing,DAVIES_Defense,DAVIES_p90,DAVIES_Box Activity_p90,DAVIES_Shooting_p90,DAVIES_Final Ball_p90,DAVIES_Dribbles and Carries_p90,DAVIES_Buildup Passing_p90,DAVIES_Defense_p90,team_elo,team_rank,DAVIES_next_season
16,57.14,68.89,5,2,22,0,2,0,0.0,22,43.14,5,1,0,0,0,0,federico fazio,salernitana,2023-2024,itaserie a,ARG,DF,36,1987.0,11,9,834,9.3,1,0,1,1,0,0,3,1,0.3,0.3,0.1,0.3,1.0,17.0,0.0,0.11,0.0,0.11,0.11,0.11,0.03,0.01,0.03,0.03,0.03,4.0,2,50.0,0.43,0.22,0.25,0.5,11.4,0.0,0.06,0.7,0.7,262.0,346.0,75.7,4843.0,1965.0,106.0,125.0,84.8,123.0,148.0,83.1,30.0,59.0,50.8,0.3,-0.1,2.0,14.0,1.0,0.0,346.0,317.0,28.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,262.0,1.0,5.0,7.0,0.76,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,9.0,2.0,0.0,4.0,9.0,44.4,5.0,16.0,13.0,3.0,8.0,19.0,63.0,0.0,457.0,90.0,252.0,187.0,20.0,13.0,457.0,1.0,1.0,100.0,0.0,0.0,199.0,887.0,465.0,1.0,0.0,0.0,3.0,2.0,220.0,0.0,76,46.3,7.0,2,6,0.83,11.0,17.0,-6.0,-0.65,0.94,5.7,18.1,-12.4,-1.34,-0.48,0.0,5,5.0,0.0,0.0,0.0,1.0,0.0,39.0,30.0,14.0,68.2,Central Def,Reactive Central Defender,1.412212994945,0.152397085785432,-0.327137402517883,0.0628564942997302,-0.0266825501465617,-0.0049665419215116,-0.0265091423473862,-0.460112066053898,0.11922448584714,0.0012637423807463,0.0086442508462288,0.0018201985676702,0.0010032938757071,-0.0022238113093882,-0.0342117932213112,0.0357155871236485,1560.62426758,90.0,0.4697466155959728
60,50.0,47.37,22,19,97,1,7,0,0.0,11,50.0,12,0,0,0,0,0,lassana coulibaly,salernitana,2023-2024,itaserie a,MLI,MF,27,1996.0,14,13,1100,12.2,0,1,1,0,0,0,3,0,0.2,0.2,0.3,0.5,19.0,36.0,20.0,0.0,0.08,0.08,0.0,0.08,0.02,0.02,0.04,0.02,0.04,7.0,1,14.3,0.57,0.08,0.0,0.0,17.1,0.0,0.03,-0.2,-0.2,339.0,404.0,83.9,5199.0,1425.0,184.0,204.0,90.2,130.0,147.0,88.4,16.0,25.0,64.0,0.3,0.7,7.0,41.0,3.0,0.0,404.0,393.0,8.0,8.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,339.0,3.0,12.0,16.0,1.31,13.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22.0,14.0,11.0,4.0,16.0,28.0,57.1,12.0,14.0,2.0,12.0,9.0,38.0,18.0,0.0,540.0,28.0,118.0,329.0,104.0,14.0,540.0,24.0,11.0,45.8,12.0,50.0,302.0,1995.0,898.0,19.0,16.0,0.0,24.0,19.0,327.0,20.0,79,61.1,10.0,1,0,0.79,12.0,21.0,-9.0,-0.74,1.06,9.4,20.2,-10.8,-0.89,0.5,0.0,18,22.0,0.0,2.0,0.0,0.0,0.0,66.0,16.0,20.0,44.4,Midfielder,Mobile Midfielder,1.35640098182317,0.110978262149169,-0.0357388043097633,0.006285649429973,-0.343815001430431,-0.0544383900194249,0.0332897391793598,-0.0219187827114022,0.233975577786837,-0.0526925592251077,-0.0044645164822544,-0.038514624706339,-0.0053773701678356,0.0022184331516653,-0.0026632325555031,0.0133402900340652,1560.62426758,90.0,0.37152882462104864
32,50.0,58.18,9,5,30,0,0,0,0.0,17,30.36,8,1,0,0,0,0,lorenzo pirola,salernitana,2023-2024,itaserie a,ITA,DF,21,2002.0,16,15,1173,13.0,1,0,1,1,0,0,2,0,0.6,0.6,0.0,0.6,8.0,35.0,7.0,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,10.0,2,20.0,0.77,0.15,0.1,0.5,15.0,0.0,0.06,0.4,0.4,504.0,613.0,82.2,8204.0,3270.0,246.0,272.0,90.4,224.0,258.0,86.8,23.0,58.0,39.7,0.1,0.0,0.0,20.0,1.0,0.0,613.0,570.0,42.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,504.0,1.0,6.0,5.0,0.38,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,14.0,9.0,0.0,8.0,16.0,50.0,8.0,23.0,17.0,6.0,11.0,34.0,56.0,0.0,749.0,116.0,397.0,322.0,33.0,14.0,749.0,5.0,0.0,0.0,4.0,80.0,364.0,1737.0,911.0,8.0,4.0,0.0,3.0,5.0,461.0,7.0,73,65.2,9.0,1,1,0.63,9.0,27.0,-18.0,-1.38,-0.66,10.8,23.8,-13.0,-1.0,0.25,0.0,17,9.0,1.0,0.0,0.0,2.0,0.0,51.0,32.0,23.0,58.2,Central Def,Aggressive Central Defender,1.67437835033434,0.128468927135627,0.291615329218856,0.0879990920196223,0.184380227167867,-0.0159097023675875,-0.0385877385151454,-0.0607337772226452,0.205723452967542,-0.0061950299552524,0.004703787783146,0.0109143460883667,-0.0019264146954711,-0.0030382092076344,-0.0158854098144937,0.0053323573971983,1560.62426758,90.0,0.3908532957343833
45,55.56,50.0,14,8,121,2,17,4,12.5,22,36.67,6,0,0,1,0,0,domagoj bradaric,salernitana,2023-2024,itaserie a,CRO,DF,24,1999.0,20,16,1512,16.8,0,2,2,0,0,0,4,0,0.5,0.5,0.5,1.0,32.0,37.0,63.0,0.0,0.12,0.12,0.0,0.12,0.03,0.03,0.06,0.03,0.06,10.0,2,20.0,0.6,0.12,0.0,0.0,21.4,0.0,0.05,-0.5,-0.5,594.0,797.0,74.5,8909.0,3174.0,334.0,377.0,88.6,201.0,271.0,74.2,32.0,93.0,34.4,0.3,1.5,14.0,31.0,4.0,2.0,797.0,635.0,161.0,14.0,0.0,6.0,30.0,145.0,2.0,2.0,0.0,0.0,594.0,1.0,19.0,26.0,1.55,21.0,4.0,0.0,1.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,7.0,10.0,5.0,11.0,17.0,64.7,6.0,10.0,4.0,6.0,21.0,43.0,35.0,1.0,940.0,47.0,307.0,417.0,227.0,13.0,940.0,18.0,7.0,38.9,9.0,50.0,458.0,2492.0,1288.0,32.0,21.0,6.0,20.0,7.0,498.0,63.0,76,84.0,13.0,4,0,0.6,14.0,34.0,-20.0,-1.19,-0.25,13.2,32.6,-19.4,-1.16,-0.46,0.0,11,11.0,0.0,30.0,0.0,0.0,0.0,90.0,15.0,15.0,50.0,Wide Def,Aggressive Wide Defender,1.30552362116539,0.077709739355083,-0.27701734487855,0.0,0.0647863049249091,-0.144336903575658,0.0448426882722427,-0.281981980919407,0.280204382377873,-0.0765249324173129,-0.0056994268408594,-0.0048962936119546,-0.015260763788321,-0.0020037698936033,-0.0249064074564758,-0.0011018429160399,1560.62426758,90.0,0.43706980148568947
52,61.9,54.72,15,1,40,0,5,0,0.0,30,39.47,5,0,0,1,1,0,norbert gyomber,salernitana,2023-2024,itaserie a,SVK,DF,31,1992.0,17,15,1368,15.2,0,0,0,0,0,0,9,0,0.2,0.2,0.2,0.3,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,4.0,0,0.0,0.26,0.0,0.0,0.0,13.7,0.0,0.04,-0.2,-0.2,453.0,542.0,83.6,8365.0,3192.0,157.0,179.0,87.7,251.0,276.0,90.9,39.0,73.0,53.4,0.1,-0.2,5.0,23.0,0.0,0.0,542.0,515.0,26.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,453.0,1.0,1.0,7.0,0.46,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,32.0,15.0,27.0,5.0,0.0,18.0,23.0,78.3,5.0,29.0,21.0,8.0,21.0,53.0,64.0,2.0,724.0,108.0,383.0,324.0,23.0,6.0,724.0,6.0,3.0,50.0,2.0,33.3,304.0,1671.0,561.0,2.0,2.0,0.0,15.0,1.0,315.0,0.0,80,76.0,12.0,2,2,0.65,12.0,30.0,-18.0,-1.18,-0.14,10.8,26.6,-15.8,-1.04,0.17,0.0,27,14.0,0.0,0.0,0.0,1.0,0.0,93.0,25.0,23.0,52.1,Central Def,Aggressive Central Defender,1.66609885211433,0.109611766586469,-0.0732515453485498,-0.0251425977198921,-0.0980836891000616,-0.0434544355983332,-0.0474591166187836,-0.173256955734858,0.305093331618774,-0.0415215768182159,-0.0040293891441559,-0.0101704880610837,-0.0036119350587559,-0.0032723516607406,-0.022621610233614,0.0116681808419432,1560.62426758,90.0,0.4054326872840236
35,36.46,18.52,17,24,65,0,8,0,0.0,10,71.43,2,3,2,0,0,0,boulaye dia,salernitana,2023-2024,itaserie a,SEN,"FW,MF",27,1996.0,13,10,943,10.5,4,0,4,3,1,1,1,0,3.6,2.8,0.4,3.2,18.0,17.0,51.0,0.38,0.0,0.38,0.29,0.29,0.34,0.04,0.38,0.27,0.31,25.0,8,32.0,2.39,0.76,0.12,0.38,15.9,0.0,0.11,0.4,0.2,171.0,208.0,82.2,2770.0,526.0,85.0,97.0,87.6,60.0,67.0,89.6,15.0,22.0,68.2,0.5,-0.4,8.0,19.0,5.0,0.0,208.0,195.0,12.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,171.0,1.0,4.0,22.0,2.1,18.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,3.0,33.3,2.0,5.0,0.0,5.0,3.0,7.0,7.0,0.0,326.0,13.0,41.0,156.0,138.0,33.0,325.0,39.0,14.0,35.9,24.0,61.5,235.0,1575.0,613.0,18.0,16.0,5.0,30.0,24.0,254.0,51.0,73,52.4,7.0,3,0,0.38,8.0,22.0,-14.0,-1.34,-0.39,8.7,18.8,-10.0,-0.96,0.26,0.0,11,17.0,2.0,1.0,0.0,0.0,0.0,34.0,5.0,22.0,18.5,Dribbler,Direct Dribbler,1.89921678652009,0.181261411226732,0.201388292559931,-0.012571298859946,0.380980866920207,-0.119375353082055,-0.219815660861153,0.118478470210756,-0.0197688256931448,-0.014242941725878,-0.0029408774472035,0.0250684759561489,-0.0184652083630203,-0.0245626471277388,0.0148119341046395,-0.0052505850179414,1560.62426758,90.0,0.41814296540649754
53,55.21,43.24,25,3,60,1,5,0,0.0,13,28.89,12,0,0,0,0,0,giulio maggiore,salernitana,2023-2024,itaserie a,ITA,MF,25,1998.0,14,9,823,9.1,1,0,1,1,0,0,7,1,0.6,0.6,0.6,1.2,2.0,33.0,17.0,0.11,0.0,0.11,0.11,0.11,0.06,0.07,0.13,0.06,0.13,9.0,2,22.2,0.98,0.22,0.11,0.5,15.3,0.0,0.07,0.4,0.4,251.0,355.0,70.7,3923.0,1335.0,124.0,159.0,78.0,100.0,130.0,76.9,16.0,32.0,50.0,0.2,-0.6,5.0,27.0,3.0,0.0,355.0,346.0,4.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,251.0,5.0,11.0,15.0,1.64,10.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.0,12.0,11.0,1.0,11.0,22.0,50.0,11.0,12.0,2.0,10.0,11.0,35.0,19.0,0.0,464.0,27.0,136.0,264.0,68.0,15.0,464.0,10.0,4.0,40.0,5.0,50.0,207.0,886.0,298.0,2.0,1.0,1.0,12.0,3.0,257.0,17.0,59,45.7,3.0,5,2,0.71,11.0,13.0,-2.0,-0.22,1.72,7.2,16.2,-9.0,-0.99,0.18,1.0,25,25.0,1.0,2.0,0.0,0.0,0.0,69.0,14.0,19.0,42.4,Midfielder,Ball Winning Midfielder,1.08082204834818,0.118194391678416,-0.311317737784755,0.0188569482899191,-0.186294980465122,-0.0325072758604047,-0.0772315671107533,-0.261629883328005,0.116606617234285,-0.0454764296958605,0.001756839217771,-0.0169660726363169,-0.0017724337295625,-0.0081870988226997,-0.0196765435707326,0.0166004183445861,1560.62426758,90.0,0.3902335601330318
35,53.03,16.67,12,9,73,0,6,0,0.0,4,50.0,9,0,0,1,0,0,agustin martegani,salernitana,2023-2024,itaserie a,ARG,MF,23,2000.0,13,5,571,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,13.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.11,0.05,0.11,11.0,2,18.2,1.73,0.32,0.0,0.0,25.5,0.0,0.03,-0.3,-0.3,176.0,207.0,85.0,2425.0,732.0,109.0,113.0,96.5,45.0,56.0,80.4,10.0,16.0,62.5,0.4,-0.4,5.0,22.0,4.0,0.0,207.0,198.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,176.0,3.0,3.0,18.0,2.84,15.0,1.0,0.0,0.0,1.0,1.0,2.0,0.32,2.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,5.0,2.0,2.0,5.0,14.0,35.7,9.0,3.0,1.0,2.0,3.0,12.0,6.0,1.0,262.0,13.0,51.0,131.0,87.0,6.0,262.0,16.0,9.0,56.3,3.0,18.8,154.0,1085.0,585.0,13.0,12.0,2.0,6.0,9.0,168.0,14.0,44,31.7,1.0,8,6,0.38,6.0,15.0,-9.0,-1.42,-0.39,5.5,15.1,-9.5,-1.5,-0.61,0.0,8,11.0,0.0,1.0,0.0,0.0,0.0,44.0,1.0,5.0,16.7,Midfielder,Mobile Midfielder,0.874202633737828,0.137790257506838,-0.426604883824808,-0.100570390879568,-0.138429168856022,-0.0589984723185136,0.0454216930569894,0.0166398439189143,-0.180947523943289,0.015457262124772,-0.0022982517171996,0.0029922378006254,0.0,0.0115045147385119,0.0104417867530544,-0.0047183099762019,1560.62426758,90.0,0.4184385492073181
19,44.19,52.38,6,5,53,0,5,0,0.0,12,60.0,8,0,1,0,1,0,emil bohinen,salernitana,2023-2024,itaserie a,NOR,MF,24,1999.0,12,7,535,5.9,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,7.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,4.0,0,0.0,0.67,0.0,0.0,0.0,24.3,0.0,0.02,-0.1,-0.1,262.0,333.0,78.7,4069.0,1031.0,130.0,153.0,85.0,103.0,121.0,85.1,16.0,24.0,66.7,0.1,-0.2,5.0,18.0,2.0,0.0,333.0,321.0,12.0,11.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,16.0,12.0,2.02,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,5.0,3.0,0.0,2.0,10.0,20.0,8.0,8.0,2.0,6.0,14.0,22.0,6.0,1.0,406.0,13.0,101.0,237.0,74.0,4.0,406.0,12.0,5.0,41.7,7.0,58.3,208.0,1122.0,500.0,7.0,8.0,0.0,10.0,5.0,262.0,10.0,45,29.7,0.0,5,5,0.5,3.0,14.0,-11.0,-1.85,-1.0,5.1,11.5,-6.3,-1.07,0.02,0.0,5,6.0,0.0,2.0,0.0,0.0,0.0,42.0,11.0,10.0,52.4,Deep Midfielder,Playmaking Deep Midfielder,0.376259429327847,0.0632959787654322,-1.64646260732448,-0.012571298859946,-0.133512457348578,-0.104922980914959,-0.0062278742307499,-0.818743707694409,-0.311693954321029,-0.0638271755908676,0.0011479355533488,-0.0024596580056455,-0.0074669302131614,0.0010160542121074,-0.0514602323545401,-0.0028209006055377,1560.62426758,90.0,0.4101520420457527
25,39.06,22.22,9,11,75,2,7,4,11.11,6,33.33,7,1,0,0,1,0,loum tchaouna,salernitana,2023-2024,itaserie a,FRA,"FW,MF",20,2003.0,15,7,689,7.7,1,2,3,1,0,0,1,0,0.5,0.5,0.5,1.0,27.0,16.0,41.0,0.13,0.26,0.39,0.13,0.39,0.06,0.06,0.13,0.06,0.13,9.0,2,22.2,1.18,0.26,0.11,0.5,21.6,0.0,0.05,0.5,0.5,162.0,265.0,61.1,2294.0,767.0,94.0,127.0,74.0,53.0,81.0,65.4,9.0,26.0,34.6,0.5,1.5,7.0,15.0,10.0,3.0,265.0,253.0,9.0,0.0,0.0,1.0,32.0,5.0,3.0,2.0,1.0,0.0,162.0,3.0,17.0,16.0,2.1,15.0,0.0,1.0,0.0,0.0,0.0,3.0,0.39,2.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,2.0,6.0,1.0,5.0,12.0,41.7,7.0,7.0,0.0,7.0,2.0,11.0,10.0,1.0,358.0,9.0,52.0,161.0,152.0,22.0,358.0,22.0,6.0,27.3,15.0,68.2,222.0,1265.0,601.0,27.0,17.0,11.0,18.0,11.0,263.0,41.0,46,38.3,3.0,8,2,0.4,11.0,14.0,-3.0,-0.39,1.23,6.8,13.4,-6.6,-0.87,0.34,0.0,5,8.0,1.0,32.0,0.0,0.0,0.0,26.0,6.0,19.0,24.0,Dribbler,Wide Dribbler,0.749365981681061,0.0978852515983969,-1.46877082073903,-0.226283379479029,-0.636639747437703,-0.0883464709582919,-0.146545978576716,-0.0730179250504207,-0.0862028848064179,-0.0823380301338203,-0.0098134403209221,-0.0533166858717892,-0.0078858797952976,-0.0100263428061882,-0.0127789336601378,0.0019297833594205,1560.62426758,90.0,0.4484558327732788
31,64.58,50.0,5,3,37,0,3,1,100.0,17,42.5,7,0,0,1,0,0,matteo lovato,salernitana,2023-2024,itaserie a,ITA,DF,23,2000.0,11,10,855,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,1.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,315.0,79.0,4358.0,1966.0,101.0,113.0,89.4,123.0,146.0,84.2,19.0,40.0,47.5,0.2,-0.2,3.0,22.0,2.0,1.0,315.0,286.0,25.0,23.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,249.0,4.0,1.0,9.0,0.95,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,15.0,6.0,2.0,15.0,21.0,71.4,6.0,13.0,7.0,6.0,14.0,37.0,36.0,1.0,421.0,66.0,210.0,192.0,23.0,3.0,421.0,1.0,0.0,0.0,1.0,100.0,169.0,607.0,303.0,1.0,2.0,0.0,6.0,3.0,198.0,1.0,78,47.5,7.0,1,9,0.55,7.0,19.0,-12.0,-1.26,-0.22,6.8,17.5,-10.7,-1.13,-0.09,0.0,6,5.0,0.0,1.0,0.0,1.0,0.0,37.0,13.0,13.0,50.0,Central Def,Aggressive Central Defender,1.04920681788468,0.110442822935229,-0.333556203230802,-0.0502851954397842,-0.141359760882075,0.0049454783853615,-0.0666074897874189,-0.0089930106760883,0.0,-0.02422113415565,-0.0048300253514529,-0.0140784918694294,0.0007425474186636,-0.0064673313475039,-0.0015354375286804,0.0082430920291172,1560.62426758,90.0,0.37003259368869534
20,32.26,33.33,11,13,25,0,5,0,0.0,0,0.0,2,2,1,0,0,0,chukwubuikem ikwuemesi,salernitana,2023-2024,itaserie a,NGA,"FW,DF",22,2001.0,16,5,581,6.5,1,1,2,1,0,0,2,0,1.9,1.9,0.5,2.4,8.0,6.0,42.0,0.15,0.15,0.31,0.15,0.31,0.29,0.08,0.37,0.29,0.37,15.0,6,40.0,2.32,0.93,0.07,0.17,15.5,0.0,0.12,-0.9,-0.9,58.0,84.0,69.0,675.0,112.0,39.0,53.0,73.6,16.0,21.0,76.2,0.0,4.0,0.0,0.5,0.5,5.0,3.0,2.0,0.0,84.0,78.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0,10.0,1.55,7.0,0.0,0.0,1.0,2.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,1.0,0.0,1.0,3.0,5.0,0.0,164.0,7.0,11.0,80.0,74.0,33.0,164.0,18.0,8.0,44.4,9.0,50.0,107.0,526.0,199.0,8.0,5.0,5.0,27.0,13.0,132.0,42.0,36,32.3,1.0,11,0,0.69,7.0,17.0,-10.0,-1.55,-0.59,7.4,14.8,-7.4,-1.15,-0.09,0.0,19,11.0,6.0,2.0,0.0,0.0,0.0,9.0,14.0,32.0,30.4,Finisher,Mobile Forward,1.30726865008728,0.202502888998029,-0.0496095089615682,0.0,0.0,0.0356916159090338,0.0,0.0,-0.0505959283739126,0.014032782665792,0.0108483902463482,0.0182971682435943,0.0067516980396754,0.0,0.0005508227734117,-0.0071292141603593,1560.62426758,90.0,0.4528073996354639
12,38.71,36.0,11,12,17,0,1,0,0.0,1,50.0,2,1,0,0,0,0,simy,salernitana,2023-2024,itaserie a,NGA,FW,31,1992.0,5,3,314,3.5,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,3.0,3.0,18.0,0.29,0.0,0.29,0.29,0.29,0.14,0.01,0.14,0.14,0.14,4.0,2,50.0,1.15,0.57,0.25,0.5,13.3,0.0,0.12,0.5,0.5,42.0,70.0,60.0,489.0,63.0,26.0,41.0,63.4,9.0,12.0,75.0,1.0,1.0,100.0,0.1,0.0,1.0,4.0,0.0,0.0,70.0,67.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,1.0,1.0,3.0,0.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,113.0,2.0,7.0,62.0,45.0,14.0,113.0,2.0,1.0,50.0,1.0,50.0,62.0,215.0,40.0,3.0,1.0,4.0,15.0,11.0,83.0,18.0,63,17.4,0.0,2,4,0.8,4.0,2.0,2.0,0.57,2.09,1.7,6.0,-4.3,-1.23,-0.18,0.0,4,8.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,24.0,40.0,Finisher,Target Forward,0.283625285869541,0.0812938717460469,-1.21604016626341,-0.27028292548884,-0.792950077886207,-0.124574720473077,-0.0357815430274039,0.0266094140363084,-0.0938252632890756,-0.104915103379095,-0.0028817547825334,-0.0490579741280512,-0.0135322479929969,-0.0154935908278798,-0.0095189247956444,-0.0077020874332773,1560.62426758,90.0,0.3695669096170955
13,76.47,14.29,11,0,13,0,0,0,0.0,1,33.33,1,0,0,0,0,0,erik botheim,salernitana,2023-2024,itaserie a,NOR,"FW,MF",24,2000.0,7,4,316,3.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,1.0,0,0.0,0.28,0.0,0.0,0.0,15.8,0.0,0.11,-0.1,-0.1,48.0,65.0,73.8,653.0,76.0,32.0,41.0,78.0,12.0,14.0,85.7,1.0,2.0,50.0,0.1,0.0,0.0,2.0,1.0,0.0,65.0,61.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,1.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,86.0,2.0,11.0,49.0,27.0,7.0,86.0,4.0,1.0,25.0,2.0,50.0,47.0,189.0,52.0,3.0,1.0,2.0,3.0,0.0,57.0,9.0,45,17.6,0.0,3,12,0.43,2.0,7.0,-5.0,-1.42,-0.33,1.9,4.5,-2.6,-0.75,0.4,0.0,2,11.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,17.0,10.5,Finisher,Mobile Forward,0.0980900787304437,0.0279370477396833,-1.40157537340251,-0.358282017508462,-0.983223880570202,-0.119629242087716,0.0269313165063845,0.0516887636816779,-0.0938252632890756,-0.158271927385458,-0.028264061619605,-0.103666932728356,-0.012144865886919,0.0024853565019128,-0.0022106916633221,-0.0077422085704572,1560.62426758,90.0,0.36259799888627237
